hash,level,moves,health,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,s0d0,s0d1,s0d2,s0d3,s0d4,s0d5,s0d6,s1d0,s1d1,s1d2,s1d3,s1d4,s1d5,s1d6,s2d0,s2d1,s2d2,s2d3,s2d4,s2d5,s2d6,s3d0,s3d1,s3d2,s3d3,s3d4,s3d5,s3d6,s4d0,s4d1,s4d2,s4d3,s4d4,s4d5,s4d6,s5d0,s5d1,s5d2,s5d3,s5d4,s5d5,s5d6,s6d0,s6d1,s6d2,s6d3,s6d4,s6d5,s6d6,solution
225,225,9,1,start,ice,ice,ice,ice,,,ice,grass,ice,grass,ice,,,ice,ice,ice,ice,ice,,,grass,ice,ice,grass,ice,,,ice,grass,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,,,,,,gem,,gem,,,,,,,,,,,gem,,,gem,enemy,,,,gem,sword,boulder,,,,,,,,,,,,,,,,,,"D,R,U,L,D,R,U,R,D"
226,226,11,1,start,ice,ice,grass,ice,,,ice,ice,grass,ice,ice,,,ice,grass,ice,grass,ice,,,grass,ice,grass,ice,ice,,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,gem,boulder,,,,,gem,,hammer,,,,gem,,gem,boulder,,,gem,,gem,boulder,enemy,,,boulder,sword,boulder,enemy,,,,,,,,,,,,,,,,,,"D,R,U,R,L,U,R,D,L,D,R"
227,227,7,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,,,,,,warp,sword,gem,,,,,,,,gem,,,,,gem,,warp,,,,enemy,,gem,,,,,,,,,,,,,,,,,,"R,D,R,L,L,D,R"
228,228,16,1,start,endClosed,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,,boulder,gem,,,,boulder,,,,,,,,,,boulder,,,,,gem,warp,,,,warp,gem,boulder,,gem,,,,,,,,,,,,,,,,,"D,D,R,U,L,R,L,U,R,U,D,L,D,U,L"
229,229,13,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,,,,,,warp,gem,gem,,,,,gem,enemy,gem,boulder,,,,gem,gem,warp,,,,,,boulder,,,,,,,,,,,,,,,,,,,"D,R,U,U,D,R,L,L,R,L,R,R,D"
230,230,10,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,endClosed,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,heart,,,,,,heart,boulder,,,,,,,,,boulder,hammer,,,,,sword,,enemy,,,,,enemy,,gem,,,,,,,,,,,,,,,,,"R,D,L,D,R,L,U,R,D,L"
231,231,12,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,endClosed,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,,,boulder,,,,,boulder,,,,,,,hammer,,enemy,,,,,hammer,boulder,boulder,,,boulder,gem,gem,hammer,gem,,,,,,,,,,,,,,,,,"D,R,D,U,R,L,D,R,D,R,L,U"
232,232,12,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,endClosed,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,,,,,,,,boulder,,,,,boulder,gem,gem,boulder,gem,,,hammer,,,,,,,gem,boulder,,,,,,,,,,,,,,,,,,,,"D,R,D,L,D,U,R,D,L,U,U,D"
233,233,16,1,start,ice,ice,ice,ice,,,ice,ice,grass,endClosed,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,grass,ice,ice,,,,,,,,,,,,,,,,,,,,,,,,hammer,gem,boulder,,,,,,boulder,,gem,,,,gem,,gem,boulder,,,,boulder,,,,,,,,,,,,,,,,,,,,,"R,D,L,L,U,L,U,R,D,L,U,L,R,R,D,U"
234,234,11,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,,,,,boulder,hammer,gem,warp,,,,,gem,,boulder,,,,,gem,warp,,,,,,,,,,,,,,,,,,,,,,,,,,"R,D,L,U,R,D,L,R,L,D,R"
235,235,10,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,endClosed,ice,marsh,,,ice,ice,ice,ice,ice,,,ice,grass,grass,ice,ice,,,,,,,,,,,,,,,,,,,,,,,,,,gem,,,,,,gem,,gem,,,,,,gem,,,,,,,,,,,,,,,,,,,,,,,,,,"R,D,L,U,D,L,R,D,U"
236,236,13,1,start,grass,ice,grass,grass,,,grass,marsh,ice,ice,grass,,,ice,ice,endClosed,ice,ice,,,grass,ice,ice,ice,grass,,,grass,grass,ice,grass,grass,,,,,,,,,,,,,,,,,,gem,,gem,,,,gem,,,,gem,,,,,,,,,,gem,boulder,,,gem,,,,gem,,gem,,,,,,,,,,,,,,,,,,"R,L,D,D,D,R,R,U,R,D,D,L,U"
237,237,14,1,start,ice,grass,ice,grass,,,ice,grass,ice,grass,ice,,,grass,ice,grass,ice,grass,,,ice,grass,ice,grass,ice,,,grass,ice,grass,ice,endClosed,,,,,,,,,,,,,,,,,,,gem,,gem,,,,gem,,gem,,,,gem,hammer,boulder,,gem,,,,gem,,gem,,,,gem,,gem,,,,,,,,,,,,,,,,,,,"D,D,R,U,L,U,R,D,U,U,L,R,D,D"
238,238,19,1,start,ice,ice,ice,ice,,,marsh,marsh,marsh,marsh,ice,,,ice,ice,ice,ice,ice,,,ice,marsh,marsh,marsh,marsh,,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,gem,gem,gem,gem,,,enemy,,,,gem,,,gem,gem,gem,gem,gem,,,gem,,,sword,,,,gem,gem,gem,gem,,,,,,,,,,,,,,,,,,"R,D,L,U,L,D,L,U,L,D,R"
239,239,23,1,start,ice,marsh,marsh,marsh,,,marsh,ice,marsh,ice,marsh,,,marsh,ice,marsh,ice,marsh,,,marsh,ice,ice,ice,marsh,,,marsh,marsh,marsh,ice,endClosed,,,,,,,,,,,,,,,,,,boulder,gem,,,,,hammer,boulder,,boulder,gem,,,gem,boulder,gem,boulder,,,,hammer,boulder,boulder,boulder,,,,,,,boulder,,,,,,,,,,,,,,,,,,"D,D,D,U,R,U,U,D,R,D,D,D"
240,240,12,2,start,ice,grass,ice,grass,,,ice,ice,ice,ice,ice,,,grass,ice,grass,ice,grass,,,ice,ice,ice,ice,ice,,,grass,ice,grass,ice,endClosed,,,,,,,,,,,,,,,,,,,enemy,,,,,,,gem,gem,,,,enemy,gem,,gem,,,,,heart,gem,,gem,,,,,,gem,,,,,,,,,,,,,,,,,,"R,D,R,U,U,R,D,L,D,R,U,D"
241,241,6,2,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,endClosed,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,gem,,enemy,,,,enemy,,,,,,,gem,,gem,,,,enemy,heart,gem,heart,,,,,heart,,enemy,,,,,,,,,,,,,,,,,,"R,D,L,D,U,R"
242,242,22,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,boulder,heart,heart,,,,heart,,,,,,,,heart,enemy,,,,boulder,boulder,hammer,heart,,,,gem,gem,enemy,,,,,,,,,,,,,,,,,,,"R,D,R,U,R,U,L,R,D,L,U,L,D,L,R,U,L,D,R,U,R,D"
243,243,15,1,start,grass,grass,grass,grass,,,grass,ice,ice,ice,grass,,,grass,ice,endClosed,ice,grass,,,grass,ice,ice,ice,grass,,,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,warp,,gem,,,,enemy,enemy,enemy,,,,gem,enemy,,enemy,sword,,,,enemy,enemy,enemy,,,,gem,,warp,,gem,,,,,,,,,,,,,,,,,"D,D,D,D,R,R,R,R,D,D,D,D,U,U,L"
244,244,15,1,start,grass,grass,grass,grass,,,grass,marsh,marsh,marsh,grass,,,grass,marsh,endClosed,marsh,grass,,,grass,marsh,marsh,marsh,grass,,,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,warp,sword,,,,,,,,,,warp,,,,gem,,,,,,,boulder,,,hammer,gem,,enemy,gem,,,,,,,,,,,,,,,,,"D,D,R,L,D,D,R,R,R,R,U,U,L,L"
245,245,20,1,start,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,endClosed,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,hammer,boulder,boulder,gem,,,boulder,boulder,hammer,hammer,boulder,,,hammer,gem,boulder,boulder,boulder,,,boulder,boulder,boulder,gem,boulder,,,,boulder,gem,boulder,hammer,,,,,,,,,,,,,,,,,"R,D,D,L,R,U,R,R,R,U,D,L,D,D,D,R,L,L,L,L"
246,246,9,2,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,gem,,heart,enemy,,,,enemy,,gem,gem,,,sword,heart,,heart,enemy,,,enemy,gem,,heart,gem,,,,gem,,enemy,,,,,,,,,,,,,,,,,,"R,D,L,D,U,L,R,U,D"
247,247,14,2,start,ice,ice,ice,ice,,,grass,ice,ice,ice,grass,,,grass,ice,ice,ice,grass,,,grass,ice,ice,ice,grass,,,ice,ice,endClosed,ice,grass,,,,,,,,,,,,,,,,,,,,enemy,,,,,enemy,sword,,gem,,,,,,enemy,gem,,,gem,enemy,,,gem,,,,,,enemy,gem,,,,,,,,,,,,,,,,,"R,D,R,U,U,U,D,D,D,L,L,U,D,R"
248,248,12,1,grass,start,grass,grass,grass,,,grass,marsh,marsh,marsh,grass,,,marsh,marsh,endClosed,ice,grass,,,grass,marsh,ice,ice,marsh,,,ice,grass,grass,marsh,grass,,,,,,,,,,,,,,,,,boulder,,hammer,,,,,warp,,,,boulder,,,,,,,gem,,,,,,,gem,,,sword,enemy,gem,gem,warp,,,,,,,,,,,,,,,,,"D,L,U,U,L,D,R,L,U"
249,249,7,1,start,ice,ice,ice,endClosed,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,enemy,gem,heart,,,,,,heart,,enemy,,,sword,,gem,gem,sword,,,enemy,,enemy,,,,,gem,,sword,enemy,gem,,,,,,,,,,,,,,,,,"D,R,U,L,D,R,U"
250,250,20,1,start,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,,,gem,sword,,,,,,enemy,enemy,enemy,gem,,,gem,enemy,,gem,enemy,,,enemy,,gem,enemy,gem,,,enemy,sword,enemy,gem,,,,,,,,,,,,,,,,,,"D,D,U,U,R,R,R,D,R,L,D,L,D,L,D,R,R,R,U,D"
251,251,13,1,start,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,,,warp,boulder,,warp2,,,,,boulder,,gem,,,gem,boulder,boulder,gem,,,,boulder,,warp2,boulder,gem,,,,warp,gem,boulder,,,,,,,,,,,,,,,,,,"D,D,U,U,R,R,U,D,L,D,R,D,D"
252,252,17,1,start,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,endClosed,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,gem,sword,enemy,gem,,,boulder,boulder,boulder,gem,warp,,,gem,enemy,,boulder,boulder,,,boulder,boulder,boulder,warp,warp2,,,hammer,warp2,sword,boulder,gem,,,,,,,,,,,,,,,,,"R,R,R,R,L,D,R,R,R,L,D,U,L,U,U,R,R"
253,253,18,1,start,grass,marsh,marsh,marsh,,,grass,grass,marsh,grass,grass,,,marsh,marsh,grass,grass,marsh,,,marsh,grass,marsh,grass,marsh,,,grass,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,,,gem,,,,,,gem,warp,,warp,gem,,,,,gem,warp2,,,,,gem,,gem,,,,gem,warp2,gem,,,,,,,,,,,,,,,,,,,"D,R,R,L,U,D,D,L,R,L,R,U,D,D,D,L,R,R"
254,254,18,1,start,grass,marsh,grass,grass,,,grass,grass,marsh,grass,grass,,,marsh,marsh,marsh,marsh,marsh,,,grass,grass,marsh,grass,grass,,,grass,grass,marsh,grass,endClosed,,,,,,,,,,,,,,,,,,warp,boulder,,sword,,,,,boulder,warp2,,,,boulder,boulder,gem,boulder,boulder,,,hammer,warp,boulder,,enemy,,,warp2,hammer,boulder,enemy,,,,,,,,,,,,,,,,,,"R,L,D,U,R,D,L,R,L,D,L,R,D,D,R"
255,255,23,1,start,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,endClosed,grass,marsh,,,grass,ice,grass,marsh,marsh,,,ice,ice,ice,grass,marsh,,,,,,,,,,,,,,,,,,warp,,gem,,,,,,boulder,,warp2,,,gem,enemy,,enemy,gem,,,warp,gem,enemy,gem,hammer,,,,,heart,warp2,,,,,,,,,,,,,,,,,,"R,D,R,D,D,L,D,U,L,L,L,R,L,D,U,U,D,R,D,D"
256,256,26,1,start,grass,marsh,grass,grass,,,grass,marsh,grass,marsh,grass,,,marsh,grass,endClosed,grass,marsh,,,grass,marsh,grass,marsh,grass,,,grass,grass,marsh,grass,grass,,,,,,,,,,,,,,,,,,warp,enemy,,gem,,,gem,enemy,gem,enemy,,,,enemy,gem,,gem,enemy,,,sword,enemy,gem,enemy,warp,,,,warp2,enemy,warp2,,,,,,,,,,,,,,,,,,"D,U,R,D,L,L,U,D,R,R,U,R,R,R,L,L,D,D,L,R,R,L,D,U"
257,257,26,1,start,grass,marsh,marsh,marsh,,,marsh,grass,marsh,marsh,marsh,,,marsh,marsh,marsh,marsh,marsh,,,marsh,marsh,marsh,marsh,marsh,,,marsh,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,,,,,hammer,warp2,,,,,warp,gem,gem,,,,gem,,gem,,,,gem,warp,gem,warp2,boulder,,,sword,,,enemy,,,,,,,,,,,,,,,,,,"R,D,D,L,D,D,R,R,U,U,R,U,R,U,D,R"
258,258,22,1,start,grass,marsh,grass,grass,,,grass,grass,marsh,grass,grass,,,marsh,marsh,endClosed,marsh,marsh,,,grass,grass,marsh,grass,grass,,,grass,grass,marsh,grass,grass,,,,,,,,,,,,,,,,,,gem,warp,gem,,,,gem,gem,warp2,gem,gem,,,,,,,,,,gem,gem,warp,gem,gem,,,,gem,warp2,gem,,,,,,,,,,,,,,,,,,"R,D,L,D,D,R,D,U,R,R,D,R,D,D,L,D,L,D"
259,259,17,1,start,grass,grass,marsh,ice,,,grass,marsh,marsh,marsh,ice,,,grass,marsh,marsh,ice,ice,,,grass,marsh,marsh,ice,ice,,,marsh,grass,grass,ice,endClosed,,,,,,,,,,,,,,,,,,warp2,gem,,sword,,,warp,heart,,enemy,,,,gem,,,gem,,,,gem,,,,enemy,,,warp,gem,gem,warp2,,,,,,,,,,,,,,,,,,"D,U,U,U,R,R,R,D,U,U,D,R,L,R"
260,260,14,1,start,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,ice,ice,ice,ice,ice,,,ice,ice,endClosed,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,gem,gem,gem,hammer,,,boulder,boulder,boulder,boulder,boulder,,,warp2,heart,enemy,,warp,,,,gem,,gem,warp2,,,enemy,,,gem,warp,,,,,,,,,,,,,,,,,"R,R,R,R,L,D,D,R,D,R,D,U,L,L"
261,261,21,1,start,grass,grass,grass,grass,,,grass,marsh,marsh,marsh,grass,,,grass,marsh,ice,marsh,grass,,,grass,marsh,marsh,marsh,grass,,,grass,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,,,,warp,,hammer,,,,enemy,enemy,enemy,,,,warp2,enemy,gem,enemy,warp2,,,boulder,enemy,enemy,enemy,,,,sword,boulder,warp,heart,,,,,,,,,,,,,,,,,,"R,R,R,L,R,R,L,L,L,L,R,R,D,D,U,U,R,R"
262,262,21,1,start,marsh,grass,marsh,endClosed,,,grass,marsh,grass,marsh,grass,,,marsh,grass,marsh,grass,marsh,,,grass,marsh,grass,marsh,grass,,,grass,marsh,grass,marsh,grass,,,,,,,,,,,,,,,,,,,,enemy,,,,,warp,,enemy,,,,warp2,gem,boulder,gem,boulder,,,gem,,,warp,,,,,warp2,sword,,gem,,,,,,,,,,,,,,,,,"D,R,R,D,L,L,L,D,R,U,U,U,U,R,U"
263,263,24,1,grass,grass,grass,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,start,grass,grass,,,grass,grass,grass,grass,grass,,,grass,grass,grass,grass,endClosed,,,,,,,,,,,,,,,,,gem,gem,boulder,gem,sword,,,gem,enemy,warp,gem,gem,,,boulder,warp,,warp2,boulder,,,gem,gem,warp2,enemy,gem,,,sword,gem,boulder,gem,,,,,,,,,,,,,,,,,,"L,R,U,R,D,L,L,U,U,L,D,R,R,D,D,L,U,R,R,D,D,R,U,D"
264,264,31,1,start,grass,marsh,grass,grass,,,marsh,ice,ice,ice,grass,,,grass,ice,endClosed,ice,marsh,,,grass,ice,ice,ice,grass,,,grass,grass,marsh,grass,grass,,,,,,,,,,,,,,,,,,enemy,sword,enemy,gem,,,sword,warp,boulder,warp2,enemy,,,enemy,warp2,,boulder,sword,,,enemy,,boulder,warp,enemy,,,gem,enemy,sword,enemy,gem,,,,,,,,,,,,,,,,,"D,U,R,R,L,D,D,L,R,R,L,U,D,R,D,U,U,D,L,D,L,R,U,R,L,R"
265,265,24,1,start,grass,grass,grass,grass,,,grass,grass,grass,grass,marsh,,,grass,grass,grass,grass,grass,,,grass,grass,grass,grass,marsh,,,endClosed,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,hammer,warp,gem,gem,,,enemy,enemy,enemy,warp2,gem,,,gem,boulder,boulder,boulder,hammer,,,enemy,enemy,enemy,warp,gem,,,,hammer,warp2,gem,gem,,,,,,,,,,,,,,,,,"R,R,D,R,U,U,U,U,L,D,L,R,D,L,L,L,R,R,R,U,L,L"
266,266,15,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,gem,,warp,,,gem,gem,enemy,boulder,sword,,,,,,,,,,warp2,gem,enemy,warp,boulder,,,heart,enemy,warp2,enemy,,,,,,,,,,,,,,,,,,"R,U,R,U,D,L,D,U,R,L,R,U,L,D,R"
267,267,11,1,ice,ice,ice,ice,ice,,,ice,start,ice,ice,ice,,,ice,ice,endClosed,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,gem,warp,,,gem,,,,,,gem,,,,,,,,,,,warp,gem,,gem,warp2,,,gem,,warp2,,gem,,,,,,,,,,,,,,,,,"R,U,L,D,U,L,R,R,R,U,U"
268,268,26,2,ice,ice,ice,ice,ice,,,ice,ice,start,ice,ice,,,ice,ice,marsh,ice,ice,,,ice,ice,endClosed,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,heart,,warp,hammer,enemy,,,gem,,,enemy,gem,,,,gem,enemy,warp2,warp2,,,boulder,,,gem,,,,sword,enemy,enemy,,warp,,,,,,,,,,,,,,,,,"L,U,R,U,D,R,R,L,U,D,U,U,D,D,R,L,D,U,R,U,L,L,R,D"
269,269,16,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,gem,enemy,,,,warp,sword,,enemy,,,,heart,,,warp2,,,,gem,,warp,warp2,,,heart,enemy,gem,,,,,,,,,,,,,,,,,,,"D,U,R,D,R,L,L,R,R,L,R,L,R,D,L,R"
270,270,15,1,ice,ice,start,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,endClosed,ice,ice,ice,,,,,,,,,,,,,,,,,boulder,enemy,,enemy,boulder,,,enemy,gem,warp,gem,enemy,,,,heart,warp2,,gem,,,gem,,warp,,heart,,,enemy,,warp2,,enemy,,,,,,,,,,,,,,,,,"D,R,L,L,D,R,R,L,U,R,L,L,R,D,L"
271,271,16,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,endClosed,ice,ice,ice,,,,,,,,,,,,,,,,,,,,boulder,gem,,,gem,warp2,gem,,warp,,,,gem,,,,,,,enemy,warp,,boulder,,,,,warp2,,gem,,,,,,,,,,,,,,,,,"R,D,U,D,R,D,R,L,L,R,U,D,L,D,R"
272,272,10,1,ice,ice,ice,ice,ice,,,ice,start,ice,endClosed,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,,enemy,sword,,,,,boulder,,,,,gem,,,enemy,warp,,,warp,,,,gem,,,,warp2,gem,warp2,,,,,,,,,,,,,,,,,,"L,D,U,D,R,U,D,R,L,U"
273,273,11,1,ice,ice,ice,ice,ice,,,ice,start,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,endClosed,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,,,gem,,,gem,,,warp2,,,,enemy,,warp,sword,,,,gem,enemy,gem,,,,,warp2,enemy,,warp,,,,,,,,,,,,,,,,,,"U,R,D,L,D,R,R,U,L,D,D"
274,274,13,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,enemy,warp,,,,gem,heart,heart,heart,,,,warp,enemy,gem,warp2,,,,enemy,gem,heart,warp2,,,heart,gem,gem,enemy,,,,,,,,,,,,,,,,,,"D,U,R,D,R,L,D,R,U,R,L,R,D"
275,275,13,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,endClosed,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,,,enemy,,,,,sword,gem,gem,,,heart,,,gem,,,,heart,enemy,,gem,,,,enemy,boulder,,boulder,hammer,,,,,,,,,,,,,,,,,"D,U,R,D,R,D,L,U,U,R,D,L,U"
276,276,9,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,marsh,,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,gem,,,,,heart,,,warp,,,gem,,,sword,,,,enemy,warp,boulder,warp2,,,,warp2,gem,enemy,gem,,,,,,,,,,,,,,,,,,"R,D,U,L,D,R,U,D,R"
277,277,22,1,start,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,marsh,marsh,ice,ice,ice,,,marsh,marsh,marsh,ice,ice,,,marsh,marsh,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,,warp,,,,hammer,warp,enemy,sword,,,boulder,enemy,gem,heart,,,,gem,warp2,enemy,gem,,,,warp2,heart,enemy,gem,,,,,,,,,,,,,,,,,,"D,R,D,U,D,L,U,R,R,L,R,R,D,L,R"
278,278,16,1,start,ice,ice,marsh,ice,,,ice,ice,ice,ice,ice,,,ice,marsh,marsh,ice,marsh,,,ice,ice,ice,ice,ice,,,ice,ice,marsh,ice,endClosed,,,,,,,,,,,,,,,,,,,gem,warp,gem,,,,,,gem,,,,,warp2,hammer,gem,warp2,,,,gem,,,boulder,,,gem,,warp,boulder,,,,,,,,,,,,,,,,,,"D,U,R,U,D,R,D,D,R,D,R"
279,279,14,1,start,ice,marsh,ice,ice,,,ice,endClosed,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,,,boulder,,,,,,,heart,,,enemy,gem,,warp,hammer,,,warp,,,boulder,,,,gem,boulder,,,,,,,,,,,,,,,,,,,,"R,R,D,D,U,R,L,R,U,L,D,U"
280,280,10,1,start,endClosed,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,gem,gem,enemy,,,,,,boulder,warp,,,gem,enemy,,,,,,heart,,,,gem,,,hammer,boulder,gem,heart,warp,,,,,,,,,,,,,,,,,"D,U,R,D,R,U,L,U,R,L"
281,281,13,1,start,ice,ice,ice,endClosed,,,ice,ice,ice,ice,ice,,,ice,ice,marsh,ice,ice,,,ice,ice,ice,ice,ice,,,ice,ice,ice,ice,ice,,,,,,,,,,,,,,,,,,,enemy,gem,,,,,,enemy,warp,warp2,,,,,gem,,,,,warp,sword,boulder,,enemy,,,,hammer,warp2,enemy,gem,,,,,,,,,,,,,,,,,"D,U,D,R,D,R,D,U,U,D,U"
282,282,25,1,start,ice,ice,ice,ice,,,ice,marsh,marsh,marsh,ice,,,ice,marsh,marsh,marsh,ice,,,ice,marsh,marsh,marsh,ice,,,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,,,,heart,,,,warp,warp2,boulder,,,,,warp2,enemy,gem,enemy,,,,gem,gem,warp,,,,,,,,,,,,,,,,,,,,,,,,,"R,L,D,R,U,L,R,D,R,R,L,R,U,D,L,D,R"
283,283,17,1,start,ice,marsh,ice,grass,,,grass,ice,marsh,ice,grass,,,grass,ice,marsh,ice,grass,,,grass,ice,marsh,ice,grass,,,grass,ice,endClosed,ice,grass,,,,,,,,,,,,,,,,,,sword,enemy,,gem,,,gem,,enemy,sword,gem,,,gem,sword,enemy,,gem,,,gem,,enemy,sword,gem,,,gem,boulder,,boulder,,,,,,,,,,,,,,,,,,"D,D,D,D,U,U,R,R,U,U,D,D,D,L,D"
284,284,11,1,start,marsh,marsh,marsh,ice,,,ice,marsh,ice,ice,ice,,,ice,marsh,endClosed,marsh,ice,,,ice,marsh,ice,marsh,ice,,,ice,marsh,marsh,marsh,ice,,,,,,,,,,,,,,,,,,,,,gem,,,gem,,gem,gem,warp,,,warp,,,,gem,,,gem,,warp2,,gem,,,gem,,,,warp2,,,,,,,,,,,,,,,,,"D,U,D,D,U,L,L,D,D,U"
